index,strat,end,trig,duration
GRB130725B,0.048,4.824,564028,4.776
GRB130725A,-4.424,97.096,563980,101.52000000000001
GRB130722A,7.036,105.404,563213,98.368
GRB130719A,7.292,154.26,562625,146.968
GRB130716A,0.116,87.788,561974,87.672
GRB130708A,0.0,11.2,560515,11.2
GRB130701A,-0.396,3.984,559482,4.38
GRB130627B,-15.376,32.624,559139,48.0
GRB130627A,-8.168,9.88,559132,18.048000000000002
GRB130626A,0.0,0.16,559075,0.16
GRB130625A,-23.596,17.676,558982,41.272
GRB130623A,0.56,18.176,00032867001,17.616
GRB130615A,32.74,365.296,558271,332.556
GRB130612A,-0.832,3.168,557976,4.0
GRB130610A,-3.964,43.76,557845,47.724
GRB130609B,0.192,211.364,557828,211.172
GRB130609A,-0.568,6.488,557782,7.056
GRB130608A,-132.156,19.696,557771,151.852
GRB130606A,0.496,277.152,557589,276.656
GRB130605A,-1.24,8.936,557508,10.176
GRB130604A,1.44,77.724,557354,76.284
GRB130603B,0.012,0.188,557310,0.176
GRB130603A,-8.928,60.2,557274,69.128
GRB130529A,42.408,130.0,556930,87.592
GRB130528A,-9.528,630.472,556870,640.0
GRB130527A,-11.8,52.2,556753,64.0
GRB130521A,-0.328,10.628,556344,10.956
GRB130518B,0.0,8.0,556105,8.0
GRB130518A,4.8,86.4,556113,81.60000000000001
GRB130515A,-0.016,0.28,555880,0.29600000000000004
GRB130514A,0.82,215.012,555821,214.192
GRB130511A,-0.012,2.728,555600,2.74
GRB130508A,11.352,54.264,555413,42.912000000000006
GRB130505A,-1.144,88.2,555163,89.34400000000001
GRB130504A,-28.312,91.72,555096,120.032
GRB130502A,-0.1,7.468,554996,7.568
GRB130427B,-0.056,25.848,554635,25.904
GRB130427A,-47.012,197.32,554620,244.332
GRB130420B,-2.248,10.388,553996,12.636
GRB130420A,37.312,158.448,553977,121.13600000000001
GRB130419A,35.852,121.436,553918,85.584
GRB130418A,-36.42,238.504,553847,274.924
GRB130408A,0.448,4.688,553132,4.239999999999999
GRB130327A,-1.892,4.48,552063,6.372
GRB130315A,7.636,238.144,551126,230.508
GRB130313A,0.02,0.192,550906,0.17200000000000001
GRB130306A,-154.708,117.672,550457,272.38
GRB130305A,1.6,54.4,550329,52.8
GRB130216B,0.0,17.6,548918,17.6
GRB130216A,-3.268,3.252,548927,6.52
GRB130215A,-3.08,63.144,548760,66.224
GRB130211A,-1.424,29.328,548276,30.752
GRB130206A,-4.784,116.216,547918,121.0
GRB130131B,-0.068,4.232,547420,4.3
GRB130131A,-0.296,51.228,547407,51.524
GRB130122A,1.856,78.4,546731,76.54400000000001
GRB130102A,22.34,155.12,544784,132.78
GRB121229A,-48.92,62.54,544347,111.46000000000001
GRB121226A,-0.304,0.708,544027,1.012
GRB121217A,-11.632,766.46,542441,778.092
GRB121212A,0.052,6.108,541371,6.056
GRB121211A,1.0,183.696,541200,182.696
GRB121209A,-0.02,42.9,540964,42.92
GRB121202A,-1.336,18.2,540255,19.535999999999998
GRB121201A,-23.0,15.0,540178,38.0
GRB121128A,13.092,36.52,539866,23.428000000000004
GRB121125A,0.392,52.644,539563,52.251999999999995
GRB121123A,42.652,368.744,539358,326.09200000000004
GRB121117A,-1.42,21.88,538696,23.299999999999997
GRB121108A,0.944,90.492,537921,89.548
GRB121102A,1.62,56.3,537266,54.68
GRB121031A,-198.368,27.832,537195,226.2
GRB121028A,-0.596,2.28,536897,2.876
GRB121027A,-4.548,75.54,536831,80.08800000000001
GRB121024A,-7.336,60.632,536580,67.968
GRB121017A,-2.304,2.304,536172,4.608
GRB121014A,-15.208,64.792,535960,80.0
GRB121011A,-4.572,92.664,535764,97.236
GRB121001A,-22.788,125.036,535026,147.824
GRB120927A,-14.772,20.284,534815,35.056
GRB120923A,-1.264,24.812,534402,26.076
GRB120922A,-14.424,153.8,534394,168.22400000000002
GRB120918A,-1.852,23.244,534015,25.096
GRB120913B,-31.068,91.52,533613,122.588
GRB120913A,0.452,36.496,533568,36.044000000000004
GRB120911A,-1.128,20.34,533268,21.468
GRB120909A,253.228,473.824,533060,220.596
GRB120907A,0.12,6.2,532871,6.08
GRB120819A,5.664,76.684,531428,71.02
GRB120817B,0.008,0.08,531259,0.07200000000000001
GRB120817A,-1.528,26.68,531267,28.208
GRB120816A,0.568,5.0,531223,4.432
GRB120815A,-0.008,7.224,531003,7.232
GRB120811C,-4.012,20.332,530689,24.344
GRB120811A,-11.576,17.432,530581,29.008
GRB120807A,0.792,20.676,530267,19.883999999999997
GRB120805A,-13.392,34.608,530031,48.0
GRB120804A,-0.08,0.728,529686,0.8079999999999999
GRB120803B,-0.144,38.868,529606,39.012
GRB120803A,1.652,10.54,529582,8.888
GRB120802A,-31.6,18.688,529486,50.288
GRB120729A,-1.392,92.536,529095,93.928
GRB120728A,1.24,22.216,529021,20.976000000000003
GRB120724A,-16.712,61.212,528443,77.924
GRB120722A,-4.12,32.2,528195,36.32
GRB120714B,-14.808,142.504,526642,157.31199999999998
GRB120714A,-0.192,19.808,526593,20.0
GRB120712A,-2.448,12.36,526351,14.808
GRB120711B,-11.064,49.032,526270,60.096
GRB120703A,-31.304,20.4,525671,51.70399999999999
GRB120701A,0.468,14.628,525477,14.16
GRB120630A,-0.012,0.584,525451,0.596
GRB120624B,7.164,186.828,525068,179.66400000000002
GRB120612A,22.824,113.108,524128,90.284
GRB120521C,-0.312,26.756,522656,27.068
GRB120521B,3.392,150.224,522586,146.832
GRB120521A,-0.008,0.504,522578,0.512
GRB120514A,-6.464,157.88,522197,164.344
GRB120422A,1.184,61.536,520658,60.352000000000004
GRB120404A,-4.424,34.3,519380,38.724
GRB120403B,-2.6,4.684,519256,7.284000000000001
GRB120403A,0.044,1.44,519211,1.396
GRB120401A,-87.16,43.112,519043,130.272
GRB120328A,-15.9,14.028,518792,29.928
GRB120327A,-6.992,56.54,518731,63.532
GRB120326A,-55.232,14.248,518626,69.48
GRB120324A,-42.168,76.256,518507,118.424
GRB120320A,0.848,25.824,518200,24.976000000000003
GRB120312A,0.016,14.172,517566,14.156
GRB120311B,-9.872,19.816,517489,29.688
GRB120311A,-0.952,2.528,517469,3.48
GRB120308A,-19.464,41.792,517234,61.256
GRB120305A,0.004,0.104,516997,0.09999999999999999
GRB120302A,1.6,51.2,516694,49.6
GRB120229A,0.016,0.252,516571,0.236
GRB120224A,-1.416,5.584,515976,7.0
GRB120219A,-8.736,83.792,515375,92.528
GRB120218A,-24.328,7.048,515277,31.375999999999998
GRB120215A,0.364,8.288,515015,7.924
GRB120213A,-3.432,37.596,514767,41.028
GRB120212A,-0.624,4.376,514709,5.0
GRB120211A,-0.376,63.944,514586,64.32000000000001
GRB120121A,-9.628,17.172,512164,26.8
GRB120119A,-1.016,66.984,512035,68.0
GRB120118B,1.192,21.496,512003,20.304
GRB120116A,-17.944,20.1,511866,38.044
GRB120114A,1.6,49.6,511739,48.0
GRB120106A,-5.344,58.156,511235,63.5
GRB120102A,6.528,45.236,510922,38.708
GRB111229A,-0.46,24.912,510736,25.372
GRB111228A,0.86,102.104,510649,101.244
GRB111225A,-7.216,98.512,510341,105.728
GRB111215A,7.604,381.424,509717,373.82
GRB111212A,-1.768,54.536,509543,56.304
GRB111210A,-2.224,0.292,509419,2.516
GRB111209A,23.144,834.112,509337,810.968
GRB111208A,8.0,176.0,509285,168.0
GRB111207A,0.0,16.0,509245,16.0
GRB111204A,33.0,81.0,509018,48.0
GRB111201A,0.0,20.8,508800,20.8
GRB111129A,-6.064,2.412,508712,8.475999999999999
GRB111126A,0.008,0.68,00048079001,0.672
GRB111123A,3.296,293.296,508319,290.0
GRB111121A,-0.024,113.308,508161,113.33200000000001
GRB111117A,0.036,0.5,507901,0.464
GRB111109A,-5.6,7.4,507342,13.0
GRB111107A,0.768,31.84,507185,31.072
GRB111103B,0.096,144.872,506903,144.776
GRB111103A,-0.016,11.6,506902,11.616
GRB111029A,21.196,28.392,506519,7.195999999999998
GRB111026A,0.012,3.592,506291,3.58
GRB111022B,-29.444,53.584,506074,83.028
GRB111022A,-14.22,8.6,506070,22.82
GRB111020A,-0.008,0.376,505926,0.384
GRB111018A,-0.584,32.124,505801,32.708000000000006
GRB111016A,46.508,595.504,505646,548.996
GRB111008A,-1.04,61.808,505054,62.848
GRB111005A,-5.724,17.488,504779,23.212
GRB110928A,1.772,22.652,504215,20.880000000000003
GRB110921A,-20.264,12.284,503652,32.548
GRB110915A,0.912,80.48,503219,79.568
GRB110827A,-2.524,5.992,501520,8.516
GRB110820A,-1.592,263.024,501095,264.616
GRB110818A,-4.224,98.616,500914,102.84
GRB110808A,0.64,41.344,458918,40.704
GRB110801A,-11.7,373.556,458521,385.256
GRB110731A,-0.224,40.72,458448,40.943999999999996
GRB110726A,-0.58,4.576,458059,5.156
GRB110719A,-1.02,40.208,457553,41.228
GRB110715A,-0.144,12.856,457330,13.0
GRB110709B,0.108,810.58,456967,810.4720000000001
GRB110709A,-0.564,43.764,456939,44.328
GRB110625A,-2.992,39.508,456073,42.5
GRB110610A,-5.14,44.304,455155,49.444
GRB110530A,-40.672,15.056,454473,55.727999999999994
GRB110521A,1.568,97.568,453788,96.0
GRB110520A,-0.192,20.672,453747,20.864
GRB110519A,-2.616,24.568,453628,27.184
GRB110503A,-1.648,57.052,452685,58.7
GRB110422A,-5.604,20.18,451901,25.784
GRB110420B,0.0,0.084,451794,0.084
GRB110420A,1.428,15.296,451757,13.867999999999999
GRB110414A,-34.332,118.784,451343,153.116
GRB110412A,14.6,38.6,451191,24.0
GRB110411A,-7.6,71.8,451165,79.39999999999999
GRB110407A,2.356,157.924,450884,155.568
GRB110402A,2.536,58.744,450545,56.208
GRB110319B,1.08,29.552,00449578001,28.472
GRB110319A,1.996,22.676,449578,20.68
GRB110318B,-1.44,3.348,449549,4.788
GRB110318A,-6.86,9.1,449542,15.96
GRB110315A,-60.636,27.04,449399,87.676
GRB110312A,26.776,61.912,449074,35.135999999999996
GRB110305A,-0.936,11.064,448229,12.0
GRB110223B,-44.836,16.612,446677,61.44799999999999
GRB110223A,0.08,7.08,446674,7.0
GRB110213A,-31.192,16.808,445414,48.0
GRB110212A,-1.344,2.356,445321,3.7
GRB110210A,-101.832,91.056,445141,192.88799999999998
GRB110208A,-1.064,14.92,445038,15.984
GRB110207A,0.336,82.916,444912,82.58
GRB110205A,35.688,285.104,444643,249.416
GRB110201A,-1.692,12.4,444230,14.092
GRB110128A,-1.48,12.672,443861,14.152000000000001
GRB110119A,-6.32,207.608,442978,213.928
GRB110112A,-0.064,0.46,442039,0.524
GRB110107A,4.0,81.0,00090978002,77.0
GRB110106B,-22.4,21.024,441676,43.424
GRB110106A,-0.752,2.248,441664,3.0
GRB110102A,5.052,270.968,441454,265.916
GRB101224A,0.036,0.28,440955,0.24400000000000002
GRB101219B,16.68,58.536,440635,41.856
GRB101219A,0.004,0.832,440606,0.828
GRB101213A,-0.96,130.16,440285,131.12
GRB101204A,1.6,28.8,439806,27.2
GRB101201A,3.2,64.0,439596,60.8
GRB101129A,0.048,0.432,439471,0.384
GRB101117B,0.188,5.36,438675,5.172000000000001
GRB101114A,0.0,8.0,438392,8.0
GRB101030A,-66.88,31.792,437408,98.672
GRB101024A,0.132,18.824,437016,18.692
GRB101023A,0.808,81.632,436981,80.824
GRB101020A,-33.048,139.288,436737,172.336
GRB101017A,-1.872,70.36,436429,72.232
GRB101011A,0.384,71.276,436094,70.892
GRB101008A,-1.832,101.672,435903,103.50399999999999
GRB100928A,0.024,4.184,435160,4.16
GRB100924A,0.524,72.472,434843,71.948
GRB100917A,-0.756,63.06,434360,63.816
GRB100915A,-28.264,170.932,434178,199.196
GRB100906A,1.728,116.36,433509,114.632
GRB100905A,-1.52,1.876,433442,3.396
GRB100904A,-13.592,17.656,433273,31.247999999999998
GRB100902A,-35.972,392.856,433160,428.828
GRB100901A,0.288,436.944,433065,436.656
GRB100823A,-0.452,17.284,432420,17.736
GRB100816A,-0.308,2.576,431764,2.884
GRB100814A,-0.032,177.232,431605,177.264
GRB100807A,-5.184,2.56,431128,7.744
GRB100805A,-0.224,16.512,430957,16.736
GRB100802A,0.256,487.596,430603,487.34000000000003
GRB100728B,-1.28,10.8,430172,12.08
GRB100728A,-39.68,153.704,430151,193.38400000000001
GRB100727A,-50.684,21.216,430094,71.9
GRB100725B,0.784,174.48,429969,173.696
GRB100725A,-0.252,122.988,429954,123.24
GRB100724A,0.148,1.536,429868,1.3880000000000001
GRB100719A,-3.936,32.064,429357,36.0
GRB100704A,-15.292,181.588,426722,196.88
GRB100702A,-0.304,0.208,426438,0.512
GRB100628A,-0.004,0.032,426114,0.036000000000000004
GRB100625A,-0.048,0.284,425647,0.33199999999999996
GRB100621A,1.216,64.768,425151,63.552
GRB100619A,0.284,97.984,424998,97.69999999999999
GRB100615A,1.296,40.116,424733,38.82
GRB100614A,0.0,225.0,424716,225.0
GRB100606A,0.708,68.092,424031,67.384
GRB100526B,-22.352,44.648,423184,67.0
GRB100526A,-20.856,76.744,423181,97.6
GRB100522A,-15.144,32.856,422783,48.0
GRB100514A,2.248,25.264,421962,23.016
GRB100513A,-39.776,43.72,421814,83.49600000000001
GRB100508A,3.532,52.792,421386,49.260000000000005
GRB100504A,-6.076,90.928,421124,97.00399999999999
GRB100427A,0.0,24.0,420547,24.0
GRB100425A,-1.372,37.596,420398,38.967999999999996
GRB100424A,27.0,131.0,420367,104.0
GRB100423A,0.128,78.996,420247,78.868
GRB100420A,1.196,64.176,419932,62.980000000000004
GRB100418A,-0.376,7.552,419797,7.928
GRB100413B,0.0,16.0,419380,16.0
GRB100413A,6.484,199.124,419404,192.64
GRB100401A,0.0,2.0,417974,2.0
GRB100324A,0.0,6.4,416945,6.4
GRB100322B,0.0,1.0,416771,1.0
GRB100316D,269.848,791.728,416135,521.8799999999999
GRB100316C,-2.652,6.616,416115,9.268
GRB100316B,-0.104,3.732,416103,3.8360000000000003
GRB100316A,-0.696,6.056,416076,6.752
GRB100305A,-0.696,74.92,414905,75.616
GRB100302A,48.544,66.492,414592,17.948000000000008
GRB100224A,0.0,0.484,413805,0.484
GRB100219A,20.116,47.688,412982,27.572000000000003
GRB100216A,0.064,0.272,412522,0.20800000000000002
GRB100213B,-1.856,90.0,412220,91.856
GRB100213A,-0.164,2.052,412217,2.216
GRB100212A,-38.292,125.472,412081,163.764
GRB100206A,-0.004,0.112,411412,0.116
GRB100205A,-4.388,21.456,411248,25.844
GRB100203A,0.0,11.2,411011,11.2
GRB100119A,-9.276,13.792,383063,23.067999999999998
GRB100117A,0.004,0.296,382941,0.292
GRB100115A,0.0,4.0,00377179049,4.0
GRB100111A,-7.464,6.536,382399,14.0
GRB091221,-27.744,35.156,380311,62.9
GRB091208B,0.32,15.12,378559,14.799999999999999
GRB091208A,-0.888,79.112,378554,80.0
GRB091130B,-5.836,95.924,377487,101.76
GRB091127,-0.116,6.84,377179,6.9559999999999995
GRB091117,0.064,0.704,376211,0.6399999999999999
GRB091112,-7.716,9.804,375659,17.52
GRB091109B,0.012,0.284,375409,0.27199999999999996
GRB091109A,0.408,48.44,375246,48.032
GRB091104,7.98,115.116,374875,107.136
GRB091102,-0.412,6.236,374598,6.648
GRB091029,1.024,40.204,374210,39.18
GRB091026,-2.36,171.64,373871,174.0
GRB091024,-5.7,106.58,373674,112.28
GRB091020,-4.084,34.836,373458,38.92
GRB091018,0.24,4.608,373172,4.367999999999999
GRB090929B,-2.176,355.184,371050,357.36
GRB090929A,0.224,43.472,00075259002,43.248000000000005
GRB090927,0.104,2.264,370846,2.1599999999999997
GRB090926B,-16.936,82.348,370791,99.28399999999999
GRB090916,0.136,62.584,362818,62.448
GRB090915,0.0,9.6,362785,9.6
GRB090912,0.924,136.44,362633,135.516
GRB090904B,-15.168,48.832,361831,64.0
GRB090904A,44.164,173.696,361830,129.53199999999998
GRB090831C,1.112,79.064,361489,77.952
GRB090827,0.0,8.0,361029,8.0
GRB090823,0.0,25.6,00036390005,25.6
GRB090815C,0.0,0.576,360068,0.576
GRB090814A,-12.528,65.536,359951,78.06400000000001
GRB090813,-0.164,6.98,359884,7.144
GRB090812,-1.748,72.748,359711,74.49600000000001
GRB090809A,-0.144,8.724,359530,8.868
GRB090807A,-0.444,145.908,359378,146.35199999999998
GRB090728,-15.912,48.088,358574,64.0
GRB090727,0.892,302.772,358520,301.88
GRB090726,-17.06,39.616,358422,56.676
GRB090720A,0.0,4.8,357811,4.8
GRB090715B,-0.716,265.684,357512,266.40000000000003
GRB090715A,-15.064,48.936,357498,64.0
GRB090712,-82.256,120.644,357072,202.9
GRB090709B,-2.944,24.0,356912,26.944
GRB090709A,-1.252,87.492,356890,88.744
GRB090708,0.496,9.204,356776,8.708
GRB090628,-21.524,3.42,355942,24.944000000000003
GRB090621B,-0.012,0.128,355359,0.14
GRB090621A,-1.54,217.696,355303,219.236
GRB090618,10.456,123.796,355083,113.34
GRB090607,0.084,2.376,354299,2.292
GRB090531B,0.44,55.436,353728,54.996
GRB090531A,-16.808,25.992,353627,42.8
GRB090530,0.044,40.5,353567,40.456
GRB090529A,-38.26,32.184,353540,70.44399999999999
GRB090520,0.0,14.4,352671,14.4
GRB090519,-10.864,47.172,352648,58.036
GRB090518,-1.2,84.624,352420,85.824
GRB090516A,-4.272,176.736,352190,181.00799999999998
GRB090515,0.008,0.044,352108,0.036
GRB090510,-0.016,5.648,351588,5.664
GRB090509,-47.464,288.912,351525,336.376
GRB090429B,-3.656,1.924,350854,5.58
GRB090429A,-8.576,175.424,350853,184.0
GRB090426,0.032,1.268,350479,1.236
GRB090424,-0.12,49.34,350311,49.46
GRB090423,0.308,10.612,350184,10.304
GRB090422,-0.268,8.208,349931,8.476
GRB090419,18.656,472.9,349592,454.24399999999997
GRB090418B,3.0,41.0,00090078001,38.0
GRB090418A,-2.992,53.312,349510,56.303999999999995
GRB090417B,332.804,599.744,349450,266.94000000000005
GRB090417A,0.0,0.068,349447,0.068
GRB090410,-35.564,129.584,348929,165.148
GRB090407,-12.088,303.384,348650,315.47200000000004
GRB090404,-19.472,62.548,348428,82.02000000000001
GRB090401B,0.74,187.244,348152,186.504
GRB090401A,13.672,130.676,348128,117.00399999999999
GRB090313,-16.264,66.776,346386,83.03999999999999
GRB090309A,-0.824,2.176,345945,3.0
GRB090308A,17.124,42.22,345777,25.096
GRB090307A,-7.432,14.568,345551,22.0
GRB090306B,1.0,22.0,00031369001,21.0
GRB090305A,0.044,0.584,345127,0.5399999999999999
GRB090301A,-1.804,39.568,344582,41.372
GRB090205,-2.604,6.208,342121,8.812000000000001
GRB090201,1.444,75.708,341749,74.264
GRB090129,0.396,18.02,341504,17.624
GRB090123,-44.296,93.048,340895,137.344
GRB090118,0.82,14.344,00031292054,13.524
GRB090113,-0.092,9.004,339852,9.096
GRB090111,-1.632,23.628,339696,25.26
GRB090107A,0.496,12.58,339295,12.084
GRB090102,-11.696,16.624,338895,28.32
GRB081230,-0.904,59.788,338633,60.692
GRB081228,-0.128,2.872,338338,3.0
GRB081226A,-0.028,0.408,338177,0.436
GRB081222,0.672,33.672,337914,33.0
GRB081221,4.616,38.524,337889,33.908
GRB081211B,3.2,67.2,00090053089,64.0
GRB081211A,-0.892,2.532,337115,3.424
GRB081210,-8.776,137.132,337073,145.90800000000002
GRB081203B,8.0,169.6,00336489000,161.6
GRB081203A,-14.88,208.12,336489,223.0
GRB081128,-48.804,53.512,335895,102.316
GRB081127,-9.22,8.08,335715,17.3
GRB081126,-17.784,39.864,335647,57.647999999999996
GRB081121,-3.432,14.088,335105,17.52
GRB081118,20.28,73.684,334877,53.403999999999996
GRB081109A,-36.256,185.232,334112,221.488
GRB081105A,0.0,9.6,333811,9.6
GRB081104,-14.696,49.304,333666,64.0
GRB081102,-17.34,32.98,333427,50.31999999999999
GRB081101,0.016,0.196,333320,0.18
GRB081029,-24.064,251.04,332931,275.104
GRB081028A,50.648,335.072,332851,284.424
GRB081025,1.848,24.608,00035650186,22.76
GRB081024A,-1.624,0.2,332516,1.824
GRB081022,11.488,169.068,332399,157.58
GRB081016B,0.232,2.848,331856,2.6159999999999997
GRB081012,-21.084,7.888,331475,28.972
GRB081011,1.104,18.192,331332,17.088
GRB081008,-43.372,144.452,331093,187.824
GRB081007,-4.0,5.728,330856,9.728
GRB080928,64.46,298.12,326115,233.66000000000003
GRB080919,0.12,0.72,325268,0.6
GRB080916B,-0.948,32.596,324907,33.544
GRB080916A,-0.576,60.772,324895,61.348
GRB080915B,-0.156,3.896,324805,4.052
GRB080915A,-0.816,25.472,324744,26.288
GRB080913,-3.28,4.176,324561,7.4559999999999995
GRB080906,-67.732,80.48,323984,148.212
GRB080905B,0.412,121.348,323898,120.93599999999999
GRB080905A,0.048,1.064,323870,1.016
GRB080903,-7.744,58.596,323542,66.34
GRB080810,-6.224,101.444,319584,107.668
GRB080805,-1.072,105.552,319036,106.62400000000001
GRB080804,0.78,38.652,319016,37.872
GRB080802,-16.904,162.6,318832,179.504
GRB080727C,1.68,79.044,318170,77.36399999999999
GRB080727B,0.092,8.756,318101,8.664
GRB080727A,0.06,4.972,318094,4.912000000000001
GRB080725,-62.404,30.332,317888,92.736
GRB080723A,0.04,17.376,317662,17.336000000000002
GRB080721,-8.088,121.608,317508,129.696
GRB080714,-2.54,23.272,316910,25.811999999999998
GRB080710,-90.62,52.368,316534,142.988
GRB080707,-1.212,28.952,316204,30.164
GRB080703,-1.472,2.044,315819,3.516
GRB080702B,0.644,16.056,00315630003,15.412
GRB080702A,-0.048,0.464,315710,0.512
GRB080701,-2.076,15.74,315615,17.816
GRB080623,-0.16,14.936,315080,15.096
GRB080613B,-1.376,78.072,313954,79.44800000000001
GRB080607,-2.996,75.976,313417,78.972
GRB080605,-2.804,15.252,313299,18.056
GRB080604,-24.336,53.272,313116,77.608
GRB080603B,0.944,60.068,313087,59.123999999999995
GRB080602,-9.756,64.532,312958,74.288
GRB080524,0.0,6.4,312277,6.4
GRB080523,-15.112,32.888,312242,48.0
GRB080520,-0.132,3.192,312047,3.3240000000000003
GRB080517,0.544,65.052,311874,64.50800000000001
GRB080516,0.156,5.92,311762,5.764
GRB080515,-6.0,14.864,311658,20.864
GRB080506,31.68,183.88,311159,152.2
GRB080503,-2.192,173.808,310785,176.0
GRB080430,0.376,14.248,310613,13.872
GRB080426,-0.024,1.708,310219,1.732
GRB080413B,-1.264,6.736,309111,8.0
GRB080413A,1.116,47.476,309096,46.36
GRB080411,4.72,61.048,309010,56.328
GRB080409,-12.764,9.892,308812,22.656
GRB080405,3.2,67.2,308549,64.0
GRB080330,-0.08,60.284,308041,60.364
GRB080328,0.084,91.192,307931,91.10799999999999
GRB080325,-26.944,139.796,307604,166.73999999999998
GRB080320,-1.124,12.692,306858,13.816
GRB080319D,7.232,34.172,306793,26.939999999999998
GRB080319C,0.212,29.764,306778,29.552
GRB080319B,5.044,129.904,306757,124.86
GRB080319A,1.336,44.952,306754,43.616
GRB080310,-57.84,305.372,305288,363.212
GRB080307,2.56,126.56,305011,124.0
GRB080303,0.248,67.836,304549,67.588
GRB080229A,-15.144,48.856,304379,64.0
GRB080218B,-0.528,6.0,303631,6.5280000000000005
GRB080218A,-11.504,11.296,303609,22.799999999999997
GRB080212,-54.768,71.544,303105,126.312
GRB080210,-9.968,32.296,302888,42.263999999999996
GRB080207,30.784,323.244,302728,292.46000000000004
GRB080205,-5.492,100.804,302506,106.296
GRB080130,3.2,64.0,00074372007,60.8
GRB080129,-1.444,48.736,301981,50.18
GRB080123,0.028,114.94,301578,114.91199999999999
GRB080121,0.048,0.368,301491,0.32
GRB071227,0.064,142.544,299787,142.48000000000002
GRB071129,-0.412,407.668,297628,408.08
GRB071122,-22.588,48.844,297114,71.432
GRB071118,-24.76,80.84,296856,105.60000000000001
GRB071117,-0.204,5.872,296805,6.076
GRB071112B,-0.048,0.256,296503,0.304
GRB071101,-1.316,3.508,295779,4.824
GRB071031,-1.128,179.516,295670,180.64399999999998
GRB071028B,1.6,52.8,295492,51.199999999999996
GRB071028A,20.164,47.02,295527,26.856
GRB071025,56.492,297.788,295301,241.29600000000002
GRB071021,-15.704,213.016,294974,228.72
GRB071020,-2.452,1.848,294835,4.3
GRB071018,132.196,405.764,294645,273.568
GRB071013,4.112,79.696,294120,75.584
GRB071011,-4.228,61.652,293924,65.88
GRB071010C,0.0,12.8,293804,12.8
GRB071010B,-21.464,14.66,293795,36.123999999999995
GRB071010A,-0.904,5.42,293707,6.324
GRB071008,-8.064,9.92,293587,17.984
GRB071006,1.6,44.8,293250,43.199999999999996
GRB071003,-1.48,146.908,292934,148.38799999999998
GRB071001,0.92,58.348,292826,57.428
GRB070923,-0.004,0.036,292004,0.039999999999999994
GRB070920B,-11.208,11.048,291728,22.256
GRB070920A,16.88,72.64,291614,55.760000000000005
GRB070917,0.212,8.932,291292,8.72
GRB070913,-1.496,1.188,290843,2.684
GRB070911,-31.312,130.412,290624,161.72400000000002
GRB070810B,-0.004,0.068,287409,0.07200000000000001
GRB070810A,-1.504,7.536,287364,9.04
GRB070809,-0.288,0.992,287344,1.28
GRB070808,0.008,58.44,287260,58.431999999999995
GRB070805,0.596,27.028,287088,26.432
GRB070802,5.54,21.34,286809,15.8
GRB070731,-0.056,2.8,286574,2.856
GRB070729,0.02,1.008,286373,0.988
GRB070724A,0.004,0.436,285948,0.432
GRB070721B,-4.104,332.76,285654,336.864
GRB070721A,-0.004,3.344,285653,3.348
GRB070714B,-0.496,65.14,284856,65.636
GRB070714A,-0.704,2.296,284850,3.0
GRB070704,-53.696,331.24,283791,384.93600000000004
GRB070628,-26.116,12.964,283320,39.08
GRB070621,-2.132,31.132,282808,33.264
GRB070616,88.58,495.456,282445,406.87600000000003
GRB070612B,-9.808,8.192,282073,18.0
GRB070612A,1.176,366.456,282066,365.28000000000003
GRB070611,-6.56,6.624,282003,13.184
GRB070531,-1.04,43.58,280958,44.62
GRB070529,3.38,112.28,280706,108.9
GRB070521,-1.988,36.64,279935,38.628
GRB070520B,-15.232,80.768,279898,96.0
GRB070520A,17.0,65.0,279817,48.0
GRB070518,-1.328,4.176,279592,5.5040000000000004
GRB070517,0.94,8.764,279494,7.824
GRB070509,-1.052,6.776,278903,7.827999999999999
GRB070508,-0.412,20.488,278854,20.9
GRB070506,4.176,10.168,278693,5.991999999999999
GRB070429B,-0.196,0.292,277582,0.488
GRB070429A,-10.0,158.0,277571,168.0
GRB070427,0.64,11.72,277356,11.08
GRB070420,-23.204,53.82,276321,77.024
GRB070419B,-3.532,234.476,276212,238.008
GRB070419A,-31.0,129.0,276205,160.0
GRB070412,-3.22,30.656,275119,33.876
GRB070411,-25.124,90.568,275087,115.692
GRB070406,0.016,0.832,274153,0.816
GRB070330,-1.052,5.588,273180,6.640000000000001
GRB070328,-3.808,68.308,272773,72.11600000000001
GRB070326,1.0,19.0,00271019007,18.0
GRB070318,0.72,131.088,271019,130.368
GRB070306,-61.7,147.544,263361,209.24400000000003
GRB070227,0.0,3.2,262347,3.2
GRB070224,-15.0,33.0,261880,48.0
GRB070223,0.536,128.536,261664,128.0
GRB070220,-1.264,124.132,261299,125.396
GRB070219,-1.92,16.08,261132,18.0
GRB070209,0.004,0.072,259803,0.06799999999999999
GRB070208,-15.032,48.968,259714,64.0
GRB070129,-96.712,363.036,258408,459.748
GRB070110,-0.408,88.02,255445,88.428
GRB070107,-15.568,354.732,255029,370.3
GRB070103,0.18,18.588,254532,18.408
GRB061222B,41.704,78.952,252593,37.248
GRB061222A,-4.76,95.24,252588,100.0
GRB061217,0.048,0.272,251634,0.22400000000000003
GRB061210,0.008,85.24,243690,85.232
GRB061202,37.212,131.4,241963,94.188
GRB061201,0.012,0.788,241840,0.776
GRB061126,-0.968,51.656,240766,52.623999999999995
GRB061121,8.912,90.128,239899,81.216
